Norwegian,English
"plump, tykk, brutto, grov, gross",gross
plutselig,abrupt
plyndre,"loot, fleece"
"plyndre, flå, ull, skinn, klippe",fleece
pløsete,flabby
pode,graft
"pode, podning",graft
podning,graft
pokal,goblet
"pokal, beger",goblet
pokker,heck
pokkers,"infernal, confounded"
politi,police
politikonstabel,policeman
politistasjon,police-station
porsjon,instalment
"porsjon, avdrag",instalment
port,gate
"port, grind",gate
portforbud,curfew
portier,porter
Portugisisk,Portuguese
portvakt,janitor
"portvakt, vaktmester",janitor
pose,bag
"pose, sekk, veske",bag
posete,baggy
post,"item, post, mail"
postanvisning,money order
postbud,postman
postkasse,"letterbox, mailbox"
postkontor,"post office, post-office"
potet,potato
potte,"jug, pot"
"potte, gryte, krukke, mugge",jug
praie,hail
"praie, hagle, hagl",hail
praktfull,gorgeous
praktisk,"handy, practical"
pram,barge
prangende,flashy
preg,"imprint, impress"
"preg, imponere, avtrykk, trykke, prege",impress
prege,"imprint, impress"
"prege, preg, innprente, merke, avtrykk",imprint
premie,award
presang,present
"presang, gave",present
presentasjon,introduction
presentere,introduce
press,harassment
"press, overgrep, plage",harassment
presse,"extort, crush"
presse sammen,clench
presserende,exigent
prestasjon,feat
prevensjon,contraception
pris,"price, award"
"pris, premie",award
prsjon,helping
prute,haggle
pryd,feast
pryde,"grace, adorn"
"pryde, smykke",adorn
pryl,"hiding, flogging"
prøve,"test, attempt"
prøveboring,exploratory drilling
prøvelse,affliction
"prøvelse, lidelse",affliction
pudder,cosmetic powder
"pudder, pulver",powder
pudding,pudding
puffe,"jog, jostle"
pugge,cram
pukkel,"hunch, hump"
"pukkel, anelse",hunch
"pukkel, kul",hump
pukkelrygget,hunchbacked
pulje,heat
puls,pulse
pult,desk
pulver,powder
pulverkaffe,instant coffee
pumpe,pump
pumpe opp,inflate
pund,quid
pung,"purse, wallet"
punkt,"dot, item, spot, point, period"
"punkt, artikkel, vare, post",item
punktering,flat
purpur,purple
purre,leek
puslespill,jigsaw puzzle
puss,hoax
"puss, spøk",hoax
pussig,"droll, funny"
pust,breath
"pust, ånde",breath
pute,cushion
pynt,"decoration, finery"
pynte,garnish
pyntet,fancy
på,"on, upon, in"
på gjensyn,"goodbye, so long, bye"
på grunn av,due to
på grunnlag av,from
på måfå,haphazardly
på skjeve,askance
på villspor,astray
påbud,imposition
pådra seg,"catch, incur"
"pådra seg, utsette seg for",incur
påfunn,contrivance
"påfunn, innretning",contrivance
påfølgende,"insuing, following"
pågående,insistent
påkalle,invoke
pålegg,imposition
pålegge,"enjoin, levy, impose"
pålitelig,dependable
påminne,admonish
Påske,Easter
påskelilje,daffodil
påskynde,"expedite, quicken"
påstand,assertion
påtegne,endorse
påtegning,endorsement
påtrengende,intrusive
påtvinge,"impose, inflict"
"påtvinge, gi, tildele",inflict
"påtvinge, pålegge",impose
påtvungen,enforced forced
påvirke,"affect, influence"
pære,"bulb, pear"
"pære, pære",pear
pølse,sausage
rabatt,"allowance, discount"
"rabatt, rasjon, innrømmelse",allowance
"rabatt, trekke fra",discount
rad,interference
radering,etching
raderkniv,eraser
radio,radio
radmager,gaunt
ramme,"frame, hit"
"ramme, suksess, slag, fulltreffer, slå, treffe",hit
rammeverk,framework
ramp,hooligan
rand,brim
rangel,jag
"rangel, tagg, spiss",jag
ransel,knapsack
rap,belch
rappmunnet,flippant
rapport,dispatch
rar,queer
rase,fume
rasende,"furious, mad, madden"
"rasende, gal",mad
raseri,"frenzy, fury"
"raseri, furie",fury
"raseri, vanvidd",frenzy
rasjon,allowance
rask,"fast, brisk, expeditious, hurried, hasty"
"rask, ekspeditt",expeditious
"rask, faste, hurtig",fast
"rask, forhastet, hissig",hasty
"rask, livlig",brisk
"rask, oppjaget",hurried
raskhet,quickness
rasle,jangle
"rasle, skramle, skramling, rasling",jangle
rasling,jangle
raspe,grate
ratt,"handle bars, steering-wheel, rudder"
"ratt, sykkelstyre",handle bars
realistisk,lifelike
redaktør,editor
"redaktør, utgiver",editor
redelighet,"honesty, fairness"
"redelighet, ærlighet",honesty
redigere,edit
redningsvest,lifejacket
redsel,horror
"redsel, forferdelse",horror
redselsfull,horrid
"redselsfull, vemmelig",horrid
redskap,"appliance, gear, implement"
"redskap, utstyr, gir",gear
"redskap, verktøy",implement
redusere,decrease
register,index
"register, pekefinger, registrere, viser",index
registrere,index
regjere,govern
regjering,government
"regjering, regjering",government
regn,rain
regne,"calculate, work out"
regnfrakk,mackintosh
regnfrakke,raincoat
regning,"calculation, bill"
"regning, billett",bill
reip,"round, rope, string"
"reip, tau",string
reise,"journey, trip, travel, voyage, erect, leave"
reise tiltale mot,indict
"reise, oppføre, oppreist",erect
"reise, permisjon, avreise, etterlate",leave
reisebyrå,"tourist agency, travel"
reisegods,luggage
"reisegods, bagasje",luggage
reiserute,intinerary
reiseveske,kitbag
rekke,hand
reklamere,advertise
rektor,headmaster
rekvirere,indent for
religion,religion
reling,gunwale
ren,"clean, pure"
renne,gully
"renne, kløft",gully
rennestein,gutter
"rennestein, takrenne",gutter
rense,"hull, fan"
rente,interest
reparere,cobble
"reparere, brolegge",cobble
representasjon,entertainment
"representasjon, forlystelse, underholdning",entertainment
resept,"prescription, recipe"
reskontro,ledger
"reskontro, hovedbok",ledger
respektløs,irreverent
"respektløs, uærbødig",irreverent
restaurant,restaurant
resultater,findings
retning,direction
"retning, ledelse",direction
retningsnummer,dialling code
rett,law
"rett, lov, jus",law
rette,correct
rettferdig,just
rettferdiggjøre,justify
"rettferdiggjøre, forsvare",justify
rettferdiggjørelse,justification
rettferdighet,"justice, fairness"
"rettferdighet, redelighet",fairness
rettighet,franchise
"rettighet, stemmerett",franchise
rettlede,direct
rettsak,lawsuit
rettskaffenhet,integrity
rettslig,judicial
rettsmessig,lawful
"rettsmessig, lovlig",lawful
rettsvitenskap,jurisprudence
returbillett,return-ticket
rev,fox
ridder,knight
ridderlig,chivalrous
ridderspore,larkspur
rifle,corrugate
"rifle, bølge",corrugate
riflete,knurled
"riflete, rulettert",knurled
rik,"rich, wealthy, well-off, rich"
rikelig,abundance
riktig,"correct, right"
riktig nok,indeed
"riktig, rette, korrigere",correct
"riktig, til høyre",right
rim,frost
rimelig,just
"rimelig, bare, nettopp, rettferdig",just
rimfrost,hoarfrost
ring,ring
ringle,jingle
ris,rice
rise,giant
"rise, kjempe, kjempemessig",giant
risikabel,hazardous
risiko,risk
risknippe,faggot
rist,"grill, grate"
rive,grate
rive ned,demolish
rivjern,grater
roe ned,quieten
rolig,"calm, quiet, easy"
"rolig, stillhet, stille",quiet
rom,"chamber, room, space"
"rom, værelse",chamber
rosa,pink
"rosa, rosa",pink
rose,commend
rosverdig,laudable
rot,root
rote,fumble
"rote, famle",fumble
rotte,rat
rovdrift,exhaustion
ruff,forecastle
rug,rye
ruge ut,hatch
rugemaskin,incubator
"rugemaskin, kuvøse",incubator
rulettert,knurled
rullebrett,skateboard
rulletrapp,escalator
rumle,grumble
"rumle, beklage seg",grumble
rumpeballe,buttock
runde,lap
"runde, skvalpe",lap
rundetid,laptime
rundhåndet,generous
rus,intoxication
rusmiddel,intoxicant
rust,"corrosion, rust"
ruste,corrode
rusten,husky
"rusten, hes",husky
rutebåt,liner
rutefly,liner
"rutefly, rutebåt",liner
rutepapir,graph paper
rutet,checked chequered
rutetabell,"schedule, time-table"
"rutetabell, timeplan",schedule
ry,fame
rygg,back
ryggsekk,"backpack, rucksack, knapsack"
"ryggsekk, ransel",knapsack
ryke,fume
rykk,"jerk, haul"
rykke,jerk
rykke inn,insert
"rykke inn, skyte inn, sette inn",insert
rynke,frown
rype,grouse
ryste,jar
"ryste, krukke, rystelse",jar
rystelse,"jar, quake"
rytme,rhythm
rytter,equestrian
råd,"advice, council"
"råd, forsamling",council
rådhus,"city hall, town town-hall, townhall"
rød,red
"rød, rød",red
rødbrun,ginger
rødme,"blush, flush"
"rødme, glatt, spyle, strøm",flush
rødmusset,florid
"rødmusset, overlesset",florid
røkelse,incense
røkesild,"kipper, red, herring kipper"
rømme,"evacuate, abscond"
rømning,escape
røntgen,x-ray
røpe,disclose
rør,"pipe, tube, channel"
"rør, kanal",channel
"rør, ventil, slange",tube
rørlegger,plumber
røyk,"smoke, fume"
røyke-kupé,smokers
røyskatt,ermine
saft,juice
saftig,"juicy, luscious"
sag,saw
sagn,legend
sak,"affair, issue"
sakkyndig,expert
"sakkyndig, ekspert, fagmann",expert
saklig,factual
saks,scissors
saksøkt,defendant
saktne,lose
sal,"parlour, saddle, sitting-room"
"sal, dagligstue",sitting room
salighet,glory
"salighet, glans, ære",glory
salme,hymn
"salme, hymne",hymn
salong,"lounge, couch"
salt,salt
salve,liniment
samarbeide,collaborate
samband,liaison
samboer,cohabitant
samfunnsfiende,public enemy
samkvem,intercourse
samle,"accumulate, gather"
"samle, hope seg opp",accumulate
samleie,sexual intercourse
samlet,inclusive
samling,assemblage collection
sammen,together
sammenbrudd,collapse
sammendra,abridge
sammenfallende,concurrent
sammenfiltret,inextricable
"sammenfiltret, uløselig",inextricable
sammenfiltring,entanglement
sammenheng,coherence context
sammenhengende,cohesive
sammenkoblet,linked
sammenkomst,gathering
sammenligne,liken
sammensatt,complex
sammensmelting,fusion
sammenstøt,encounter
"sammenstøt, møte",encounter
sammensvergelse,conspiracy
sammentreff,coincidence
sammentrekning,contraction
samspill,interplay
samsvar,"accord, compliance, compatibility"
samtale,"conversation, interview"
samtidig,contemporary
samtykke,assent
samvirkelag,"bazaar, warehouse"
"samvirkelag, torg",bazaar
samvittighet,conscience
sand,sand
sandbanke,dune
sandete,gritty
sandkorn,grit
sang,chant
"sang, messe",chant
sangtekster,lyrics
"sangtekster, vers",lyrics
sann,true
sannelig,indeed
sannhet,"reality, truth"
"sannhet, sannhet",truth
sannsynlig,likely
sannsynlighet,likelihood
sannsynligvis,"probably, likely"
"sannsynligvis, sannsynlig",likely
sart,delicate
"sart, fintfølende, delikat",delicate
satelitt,satellite
saus,sauce
savn,loss
scene,stage
"scene, stasjon",stage
schnitzel,escalope
se,"behold, see, look, glance"
"se, besøke, møte",see
"se, blikk",glance
sebra,zebra
sedvanlig,habitual
seg,itself
seig,dogged
"seig, trassig",dogged
seigt,leathery
seiling,yachting
sein,late
"sein, forhenværende, forsinket",late
seire,conquer
sekk,"sack, bag"
"sekk, veske",sack
sekkepipe,bagpipe
seks,six
seksten,sixteen
seksti,sixty
seletøy,harness
selge,"sell, vend"
selskapelig,gregarious
selv,itself
selv om,even
"selv, seg",itself
selvheftende,abrasive
selvlysende,luminous
selvmotsigende,inconsistent
"selvmotsigende, inkonsekvent",inconsistent
selvopptatthet,egotism
selvtilfreds,complacent
selvtilfredshet,complacency
selvtillit,self-esteem
sen,tardy
sende,send transmit
sende bort,dismiss
"sende bort, avskjedige",dismiss
sende ut,emit
senebånd,tendinous ligament
seng,bed
"seng, seng",bed
senke,"immerse, lower"
sennep,mustard
sentralvarme,central heating
sentrum,center
september,September
septer,mace
seremoniell,ceremonial
sertifikat,certificate
"sertifikat, attest",certificate
serviett,napkin
servise,crockery set
sette hæl på,heel
sette høyt,cherish
"sette høyt, verne om",cherish
sette i stand til,enable
sette inn,insert
sette mot i,infuse
sette på spill,jeopardize
"sette på spill, bringe i fare",jeopardize
side-,lateral
sidelengs,edgeways
sidesprang,escapade
sidestilling,juxtaposition
sigar,cigar
sigarett,"cigarette, fag"
signalement,description
signere,sign
sigøyner,gipsy gypsy
sikkel,drool
sikker,certain
"sikker, viss",certain
sikkerhet,"aptitude, safety, security"
sikkerhetsnål,"safety, pin safety-pin"
sikle,drool
"sikle, sikkel",drool
sikre,ensure
"sikre, garantere",ensure
sikring,fuse
"sikring, lunte",fuse
sikringsskap,fuse box
sild,herring
silke,silk
simpel,low
sin,its
sine,its
"sine, dens, dets, sin",its
sinne,anger
sinnsbevegelse,emotion
"sinnsbevegelse, følelse",emotion
sinnslikevekt,equanimity
sinnssykdom,insanity
sinnsyk,insane
sint,fierce
sirkel,circle
sist,final
siste,"last, latter"
sistnevnte,latter
"sistnevnte, siste",latter
sitar,zither
sitat,quotation
sitere,quote
"sitere, notere",quote
sitron,lemon
sitronskall,lemonrind
sitte,sit
sitte-tribune,grandstand
sjakal,jackal
sjakk,chess
sjal,shawl
sjalu,jealous
sjalusi,jeakousy
sjangle,lurch
"sjangle, krenging",lurch
sjekk,"check, cheque"
sjelsstyrke,fortitude
sjenert,"afraid, coy, timid"
sjeselong,sofa
sjette,sixth
sjokkere,horrify
"sjokkere, forferde",horrify
sjokolade,chocolate
sjonglere,juggle
sjonglør,juggler
sju,seven
sjy,"broth, gravy"
"sjy, kjøttkraft",broth
sjåfør,"chauffeur, conductor, driver"
"sjåfør, fører",driver
sjåvinisme,chauvinism
sjø,"lake, loch"
"sjø, fjord, innsjø",loch
"sjø, innsjø",lake
sjømann,sailor
sjømerke,beacon
sjøsette,launch
skabb,itch
skade,"bruise, detriment hurt, harm, injury, injure"
"skade, krenkelse",injury
skadelig,"detrimental, harmful, injurious"
"skadelig, krenkende",injurious
skadeserstatning,indemnity
skall,husk
skalle,"hull, skull"
skalle av,flake off
"skalle av, flasse",flake off
"skalle, belg, skrog, rense",hull
skallet,bald
skam,dishonour
skammelig,"disgraceful, iniquitous, infamous"
"skammelig, urettferdig",iniquitous
skansekledning,bulwark
skap,locker
skape,create
skapelse,creation
skaper,creator
skaperevne,creativity
skapning,being
"skapning, eksistens",being
skar,glen
"skar, fjelldal",glen
skare,"crust, host"
"skare, skorpe",crust
skarp,"keen, acute"
"skarp, gløgg",acute
"skarp, ivrig",keen
skarpsindig,"canny, discerning, ingenious"
"skarpsindig, oppfinnsom",ingenious
skarpt,incisive
skarpt lys,glare
"skarpt lys, skinne, blikk, blende",glare
skatt,"imposition, tax, levy"
skavank,blemish
"skavank, skjemme",blemish
skeptisk,skeptic
ski,ski
skibbrudden,castaway
skiftenøkkel,"monkey-wrench, shifting spanner"
skikk,custom
skikkelig,decent
skikkelse,"figure, form"
"skikkelse, forme, form, skjema, danne, skoleklasse",form
skikket,fit
"skikket, passende",fit
skildmisse,divorce
"skildmisse, skilles",divorce
skildre,depict
"skildre, avbilde",depict
skille,divide
skille ut,excrete
"skille ut, utsondre",excrete
"skille, dele, dividere",divide
skilles,divorce
skilt,sign
"skilt, signere",sign
skimte,glimpse
"skimte, glimt",glimpse
skinke,ham
skinn,"fleece, hide"
skinne,"gleam, glare"
skinnende,lustrous
skinnforet,furlined
skinnhellighet,hypocrisy
"skinnhellighet, hykleri",hypocrisy
skipsled,fairway
skitt,"dirt, filth, grime, shit"
"skitt, smuss",filth
skitten,"filthy, grimy, unclean, foul, grubby, soiled"
skje,"happen, spoon"
skjebne,"destiny, fortune, lot, fate"
skjebnebestemt,fatality
"skjebnebestemt, ulykke",fatality
skjebnesvanger,"fatal, fateful"
"skjebnesvanger, dødbringende",fatal
skjebnesvangert,fatally
skjegg,beard
skjelett,"skeleton, framework, frame"
"skjelett, rammeverk",framework
skjelle ut,abuse
skjelne,"discern, distinguish"
skjelve,"quake, quaver, quiver"
"skjelve, rystelse, skjelving",quake
skjelving,"quaver, quake, quiver"
skjema,form
skjemme,blemish
skjende,desecrate
"skjende, vanhellige",desecrate
skjenke,"bestow, grant, give"
skjev,"lopsided, leaning"
"skjev, tilbøyelighet",leaning
"skjev, usymmetrisk",lopsided
skjorte,shirt
"skjorte, trøye",shirt
skjul,cover
skjule,hide
skjulested,hidingplace
skjære,"carve, cut, slice"
skjære hakk i,indent
skjære i stykker,hash
skjære ned på,curtail
"skjære, hogge ut",carve
"skjære, klippe",cut
skjæringspunkt,intersection
skjødehund,lapdog
skjøge,harlot
"skjøge, hore",harlot
skjønn,"beautiful, judgement, fine"
"skjønn, bøtele, vakker, utmerket, bot, mulkt, pen",fine
skjønnlitteratur,fiction
"skjønnlitteratur, diktning, oppdiktning",fiction
skjør,"breakable, fragile, brittle"
